day,code,mm,macd,bollinger,rsi,score
2025-7-16,CS.PA,85,0,50,,
2025-7-16,CS.PA,85,0,50,,
2025-7-16,PARRO.PA,100,100,0,,
2025-7-16,CLARI.PA,100,25,50,,
2025-7-16,EN.PA,85,50,50,,
2025-7-16,OVH.PA,85,50,50,,
2025-7-16,ALO.PA,0,100,25,,
2025-7-16,TFI.PA,100,25,50,,
2025-7-16,ACA.PA,65,75,50,,
2025-7-16,HO.PA,85,75,50,,
2025-7-16,OR.PA,85,0,50,,
2025-7-16,TTE.PA,15,25,50,,
2025-7-16,SAN.PA,0,75,50,,
2025-7-16,BN.PA,75,50,75,,
2025-7-16,BNP.PA,85,50,50,,
2025-7-16,GLE.PA,100,50,50,,
2025-7-16,CA.PA,0,50,50,,
2025-7-16,DG.PA,85,0,50,,
2025-7-18,CLARI.PA,100,25,50,,
2025-7-18,CS.PA,85,0,50,,
2025-7-18,PARRO.PA,100,100,0,,
2025-7-18,EN.PA,85,50,50,,
2025-7-18,OVH.PA,85,50,50,,
2025-7-18,ALO.PA,0,100,50,,
2025-7-18,TFI.PA,100,25,50,,
2025-7-18,ACA.PA,65,50,50,,
2025-7-18,HO.PA,85,75,50,,
2025-7-18,TTE.PA,15,25,50,,
2025-7-18,OR.PA,85,0,50,,
2025-7-18,SAN.PA,0,75,50,,
2025-7-18,BN.PA,75,50,75,,
2025-7-18,BNP.PA,85,50,50,,
2025-7-18,GLE.PA,100,50,50,,
2025-7-18,CA.PA,0,50,50,,
2025-7-18,DG.PA,85,0,50,,
2025-7-19,CS.PA,85,100,50,,
2025-7-19,PARRO.PA,100,100,0,,
2025-7-19,CLARI.PA,100,25,50,,
2025-7-19,EN.PA,100,50,50,,
2025-7-19,OVH.PA,85,50,50,,
2025-7-19,ALO.PA,15,100,25,,
2025-7-19,TFI.PA,100,50,50,,
2025-7-19,ACA.PA,65,75,50,,
2025-7-19,HO.PA,75,75,50,,
2025-7-19,OR.PA,85,0,50,,
2025-7-19,TTE.PA,15,50,50,,
2025-7-19,SAN.PA,0,75,50,,
2025-7-19,BN.PA,65,50,50,,
2025-7-19,BNP.PA,85,100,25,,
2025-7-19,GLE.PA,100,50,50,,
2025-7-19,CA.PA,0,50,50,,
2025-7-19,DG.PA,85,0,50,,
2025-7-20,AFMBS.PA,N/A,,N/A,,
2025-7-20,MLAGP.PA,N/A,,N/A,,
2025-7-20,ALD.PA,N/A,,N/A,,
2025-7-20,ALGRE.PA,N/A,,N/A,,
2025-7-20,ALNEO.PA,N/A,,N/A,,
2025-7-20,LTA.PA,N/A,,N/A,,
2025-7-20,ALTUR.PA,N/A,,N/A,,
2025-7-20,APAM.PA,N/A,,N/A,,
2025-7-20,MT.PA,N/A,,N/A,,
2025-7-20,ARDO.PA,N/A,,N/A,,
2025-7-20,MLARO.PA,N/A,,N/A,,
2025-7-20,ARVBS.PA,N/A,,N/A,,
2025-7-20,MLAUD.PA,N/A,,N/A,,
2025-7-20,ALAUR.PA,N/A,,N/A,,
2025-7-20,AXW.PA,N/A,,N/A,,
2025-7-20,MLAZL.PA,N/A,,N/A,,
2025-7-20,MLBAT.PA,N/A,,N/A,,
2025-7-20,MLBMD.PA,N/A,,N/A,,
2025-7-20,BPSBS.PA,N/A,,N/A,,
2025-7-20,BPBS.PA,N/A,,N/A,,
2025-7-20,BIOS.PA,N/A,,N/A,,
2025-7-20,MLAAE.PA,N/A,,N/A,,
2025-7-20,CARP.PA,N/A,,N/A,,
2025-7-20,CATG.PA,N/A,,N/A,,
2025-7-20,CATR.PA,N/A,,N/A,,
2025-7-20,CBIBS.PA,N/A,,N/A,,
2025-7-20,CYAD.PA,N/A,,N/A,,
2025-7-20,CGG.PA,N/A,,N/A,,
2025-7-20,MLCVG.PA,N/A,,N/A,,
2025-7-20,MLCIO.PA,N/A,,N/A,,
2025-7-20,ALCLA.PA,N/A,,N/A,,
2025-7-20,CNV.PA,N/A,,N/A,,
2025-7-20,MLMFI.PA,N/A,,N/A,,
2025-7-20,MLCNT.PA,N/A,,N/A,,
2025-7-20,MLCOR.PA,N/A,,N/A,,
2025-7-20,CYBK1.PA,N/A,,N/A,,
2025-7-20,CYBKA.PA,N/A,,N/A,,
2025-7-20,CYBKB.PA,N/A,,N/A,,
2025-7-20,DEEZW.PA,N/A,,N/A,,
2025-7-20,DMSBS.PA,N/A,,N/A,,
2025-7-20,ALIMG.PA,N/A,,N/A,,
2025-7-20,BNBS.PA,N/A,,N/A,,
2025-7-20,MLEAS.PA,N/A,,N/A,,
2025-7-20,MLEAV.PA,N/A,,N/A,,
2025-7-20,MLECO.PA,N/A,,N/A,,
2025-7-20,ALENE.PA,N/A,,N/A,,
2025-7-20,ALENI.PA,N/A,,N/A,,
2025-7-20,ALPLA.PA,N/A,,N/A,,
2025-7-20,ESI.PA,N/A,,N/A,,
2025-7-20,ALESK.PA,N/A,,N/A,,
2025-7-20,EUR.PA,N/A,,N/A,,
2025-7-20,EXN.PA,N/A,,N/A,,
2025-7-20,FDJ.PA,N/A,,N/A,,
2025-7-20,FALG.PA,N/A,,N/A,,
2025-7-20,BERR.PA,N/A,,N/A,,
2025-7-20,FNTS.PA,0,0,100,,
2025-7-20,ALFOC.PA,N/A,,N/A,,
2025-7-20,EURS.PA,0,0,100,,
2025-7-20,MLFSG.PA,0,0,50,,
2025-7-20,GALIM.PA,N/A,,N/A,,
2025-7-20,ALGAU.PA,N/A,,N/A,,
2025-7-20,GV.PA,N/A,,N/A,,
2025-7-20,MLGLA.PA,N/A,,N/A,,
2025-7-20,MLGLB.PA,0,75,50,,
2025-7-20,MLGLW.PA,N/A,,N/A,,
2025-7-20,ALPAR.PA,N/A,,N/A,,
2025-7-20,ALKEM.PA,N/A,,N/A,,
2025-7-20,MLPVG.PA,0,0,75,,
2025-7-20,GTBP.PA,0,0,50,,
2025-7-20,MLGDI.PA,0,0,50,,
2025-7-20,MLHCF.PA,0,0,75,,
2025-7-20,ALHPI.PA,N/A,,N/A,,
2025-7-20,ALHYG.PA,N/A,,N/A,,
2025-7-20,ALICR.PA,N/A,,N/A,,
2025-7-20,MLINT.PA,0,0,75,,
2025-7-20,ALIDS.PA,N/A,,N/A,,
2025-7-20,MLABC.PA,0,0,75,,
2025-7-20,ALIE.PA,0,0,75,,
2025-7-20,MLVIE.PA,N/A,,N/A,,
2025-7-20,MLIOC.PA,N/A,,N/A,,
2025-7-20,MLITN.PA,N/A,,N/A,,
2025-7-20,ITE.PA,N/A,,N/A,,
2025-7-20,MLJSA.PA,N/A,,N/A,,
2025-7-20,ALPER.PA,N/A,,N/A,,
2025-7-20,MRM.PA,N/A,,N/A,,
2025-7-20,MLMAB.PA,N/A,,N/A,,
2025-7-20,MLMAQ.PA,N/A,,N/A,,
2025-7-20,MASBS.PA,N/A,,N/A,,
2025-7-20,MCPHY.PA,N/A,,N/A,,
2025-7-20,MLMDV.PA,N/A,,N/A,,
2025-7-20,ALMDP.PA,N/A,,N/A,,
2025-7-20,ALKER.PA,N/A,,N/A,,
2025-7-20,MLMCE.PA,N/A,,N/A,,
2025-7-20,METEX.PA,N/A,,N/A,,
2025-7-20,MLETA.PA,N/A,,N/A,,
2025-7-20,ML.PA,N/A,,N/A,,
2025-7-20,ALMIC.PA,N/A,,N/A,,
2025-7-20,ALBUD.PA,N/A,,N/A,,
2025-7-20,ALMND.PA,N/A,,N/A,,
2025-7-20,MONT.PA,N/A,,N/A,,
2025-7-20,MLMUT.PA,N/A,,N/A,,
2025-7-20,NEOEN.PA,N/A,,N/A,,
2025-7-20,NHOA.PA,N/A,,N/A,,
2025-7-20,MLBIO.PA,N/A,,N/A,,
2025-7-20,OLG.PA,N/A,,N/A,,
2025-7-20,ORAP.PA,N/A,,N/A,,
2025-7-20,ORP.PA,N/A,,N/A,,
2025-7-20,ALOSM.PA,N/A,,N/A,,
2025-7-20,MLPER.PA,N/A,,N/A,,
2025-7-20,ALPHS.PA,N/A,,N/A,,
2025-7-20,ALPHA.PA,N/A,,N/A,,
2025-7-20,VACBS.PA,N/A,,N/A,,
2025-7-20,VACBT.PA,N/A,,N/A,,
2025-7-20,ALPIX.PA,N/A,,N/A,,
2025-7-20,PATBS.PA,N/A,,N/A,,
2025-7-20,POM.PA,N/A,,N/A,,
2025-7-20,PROBT.PA,N/A,,N/A,,
2025-7-20,MLPRI.PA,N/A,,N/A,,
2025-7-20,ALQP.PA,N/A,,N/A,,
2025-7-20,RAL.PA,N/A,,N/A,,
2025-7-20,CBR.PA,N/A,,N/A,,
2025-7-20,ROCBT.PA,N/A,,N/A,,
2025-7-20,SLB.PA,N/A,,N/A,,
2025-7-20,SGRO.PA,N/A,,N/A,,
2025-7-20,ALSEI.PA,N/A,,N/A,,
2025-7-20,SLCO.PA,N/A,,N/A,,
2025-7-20,MLSMP.PA,N/A,,N/A,,
2025-7-20,SESL.PA,N/A,,N/A,,
2025-7-20,SII.PA,N/A,,N/A,,
2025-7-20,MLSIL.PA,N/A,,N/A,,
2025-7-20,MLMAT.PA,N/A,,N/A,,
2025-7-20,SMLBS.PA,N/A,,N/A,,
2025-7-20,SOLB.PA,N/A,,N/A,,
2025-7-20,SQI.PA,N/A,,N/A,,
2025-7-20,STWBS.PA,N/A,,N/A,,
2025-7-20,STRBS.PA,N/A,,N/A,,
2025-7-20,SYENS.PA,N/A,,N/A,,
2025-7-20,TCHCS.PA,N/A,,N/A,,
2025-7-20,TERBS.PA,N/A,,N/A,,
2025-7-20,ALVET.PA,N/A,,N/A,,
2025-7-20,TIPI.PA,N/A,,N/A,,
2025-7-20,TITC.PA,N/A,,N/A,,
2025-7-20,TMBSY.PA,N/A,,N/A,,
2025-7-20,ALTLX.PA,N/A,,N/A,,
2025-7-20,MLTRA.PA,N/A,,N/A,,
2025-7-20,ALTTI.PA,N/A,,N/A,,
2025-7-20,MLALE.PA,N/A,,N/A,,
2025-7-20,VKBS.PA,N/A,,N/A,,
2025-7-20,VANBS.PA,N/A,,N/A,,
2025-7-20,MLVAZ.PA,N/A,,N/A,,
2025-7-20,ALVIV.PA,N/A,,N/A,,
2025-7-20,VIVBS.PA,N/A,,N/A,,
2025-7-20,ALVMG.PA,N/A,,N/A,,
2025-7-20,ALWED.PA,N/A,,N/A,,
2025-7-20,MLWEL.PA,N/A,,N/A,,
2025-7-20,MLWRC.PA,N/A,,N/A,,
2025-7-20,MLWIZ.PA,N/A,,N/A,,
2025-7-20,XILDS.PA,N/A,,N/A,,
2025-7-20,CV.PA,N/A,,N/A,,
2025-7-20,ALMIL.PA,N/A,,N/A,,
2025-7-20,ALAST.PA,N/A,,N/A,,
2025-7-20,ABO.PA,0,0,50,,
2025-7-20,ALACT.PA,N/A,,N/A,,
2025-7-20,ADUX.PA,N/A,,N/A,,
2025-7-20,AL2SI.PA,100,100,25,,
2025-7-20,AB.PA,90,0,75,,
2025-7-20,ABCA.PA,100,50,50,,
2025-7-20,ABEO.PA,35,25,50,,
2025-7-20,ABNX.PA,0,50,25,,
2025-7-20,ABVX.PA,35,100,25,,
2025-7-20,ABLD.PA,65,100,50,,
2025-7-20,ACAN.PA,55.00000000000001,0,50,,
2025-7-20,AC.PA,70,100,25,,
2025-7-20,ALALO.PA,N/A,,N/A,,
2025-7-20,EOS.PA,85,25,100,,
2025-7-20,ALATI.PA,100,50,25,,
2025-7-20,MLACT.PA,0,0,50,,
2025-7-20,ALDV.PA,70,0,75,,
2025-7-20,ALARF.PA,N/A,,N/A,,
2025-7-20,ADOC.PA,N/A,,N/A,,
2025-7-20,ALADO.PA,N/A,,N/A,,
2025-7-20,ADP.PA,N/A,,N/A,,
2025-7-20,ALDVI.PA,N/A,,N/A,,
2025-7-20,ALAVI.PA,N/A,,N/A,,
2025-7-20,AELIS.PA,N/A,,N/A,,
2025-7-20,AKOM.PA,N/A,,N/A,,
2025-7-20,AFME.PA,N/A,,N/A,,
2025-7-20,ALAFY.PA,N/A,,N/A,,
2025-7-20,MLAGI.PA,N/A,,N/A,,
2025-7-20,MLAA.PA,N/A,,N/A,,
2025-7-20,ALAGP.PA,N/A,,N/A,,
2025-7-20,ALAGR.PA,N/A,,N/A,,
2025-7-20,AF.PA,N/A,,N/A,,
2025-7-20,AI.PA,N/A,,N/A,,
2025-7-20,AIR.PA,N/A,,N/A,,
2025-7-20,ALAIR.PA,N/A,,N/A,,
2025-7-20,AKW.PA,N/A,,N/A,,
2025-7-20,AAA.PA,N/A,,N/A,,
2025-7-20,ALCHI.PA,N/A,,N/A,,
2025-7-20,CDA.PA,N/A,,N/A,,
2025-7-20,ALO.PA,N/A,,N/A,,
2025-7-20,ALTA.PA,N/A,,N/A,,
2025-7-20,AREIT.PA,N/A,,N/A,,
2025-7-20,ATE.PA,N/A,,N/A,,
2025-7-20,ALORA.PA,N/A,,N/A,,
2025-7-20,MLALV.PA,N/A,,N/A,,
2025-7-20,ALAMA.PA,N/A,,N/A,,
2025-7-20,MLAAH.PA,N/A,,N/A,,
2025-7-20,ALMIB.PA,N/A,,N/A,,
2025-7-20,AMPLI.PA,N/A,,N/A,,
2025-7-20,AMUN.PA,N/A,,N/A,,
2025-7-20,ANTIN.PA,N/A,,N/A,,
2025-7-20,MLASO.PA,N/A,,N/A,,
2025-7-20,ALAQU.PA,N/A,,N/A,,
2025-7-20,ARAMI.PA,N/A,,N/A,,
2025-7-20,ALJXR.PA,N/A,,N/A,,
2025-7-20,ALCUR.PA,N/A,,N/A,,
2025-7-20,MLARD.PA,N/A,,N/A,,
2025-7-20,MLARE.PA,N/A,,N/A,,
2025-7-20,ARG.PA,N/A,,N/A,,
2025-7-20,MLARI.PA,N/A,,N/A,,
2025-7-20,AKE.PA,N/A,,N/A,,
2025-7-20,ARTE.PA,N/A,,N/A,,
2025-7-20,PRC.PA,N/A,,N/A,,
2025-7-20,ARTO.PA,N/A,,N/A,,
2025-7-20,ARVEN.PA,N/A,,N/A,,
2025-7-20,MLAEM.PA,N/A,,N/A,,
2025-7-20,ASY.PA,N/A,,N/A,,
2025-7-20,MLAST.PA,N/A,,N/A,,
2025-7-20,ALATA.PA,N/A,,N/A,,
2025-7-20,ATEME.PA,N/A,,N/A,,
2025-7-20,ATLD.PA,N/A,,N/A,,
2025-7-20,ATO.PA,N/A,,N/A,,
2025-7-20,AUB.PA,N/A,,N/A,,
2025-7-20,ALAUD.PA,N/A,,N/A,,
2025-7-20,AUGR.PA,N/A,,N/A,,
2025-7-20,ALAMG.PA,N/A,,N/A,,
2025-7-20,AURE.PA,N/A,,N/A,,
2025-7-20,AVT.PA,N/A,,N/A,,
2025-7-20,CS.PA,N/A,,N/A,,
2025-7-20,MLAAT.PA,N/A,,N/A,,
2025-7-20,ALBKK.PA,N/A,,N/A,,
2025-7-20,BAIN.PA,N/A,,N/A,,
2025-7-20,BALYO.PA,N/A,,N/A,,
2025-7-20,BUI.PA,N/A,,N/A,,
2025-7-20,MLBAR.PA,N/A,,N/A,,
2025-7-20,BASS.PA,N/A,,N/A,,
2025-7-20,BLC.PA,N/A,,N/A,,
2025-7-20,ALBDM.PA,N/A,,N/A,,
2025-7-20,MLBBO.PA,N/A,,N/A,,
2025-7-20,BLV.PA,N/A,,N/A,,
2025-7-20,BEN.PA,N/A,,N/A,,
2025-7-20,ALDBL.PA,N/A,,N/A,,
2025-7-20,BB.PA,N/A,,N/A,,
2025-7-20,BIG.PA,N/A,,N/A,,
2025-7-20,ALBLD.PA,N/A,,N/A,,
2025-7-20,ALTUV.PA,N/A,,N/A,,
2025-7-20,BIM.PA,N/A,,N/A,,
2025-7-20,ALBPS.PA,N/A,,N/A,,
2025-7-20,ALBIO.PA,N/A,,N/A,,
2025-7-20,BLEE.PA,N/A,,N/A,,
2025-7-20,MLBSP.PA,N/A,,N/A,,
2025-7-20,ALBLU.PA,N/A,,N/A,,
2025-7-20,BNP.PA,N/A,,N/A,,
2025-7-20,ALBOA.PA,N/A,,N/A,,
2025-7-20,MLONE.PA,N/A,,N/A,,
2025-7-20,BOI.PA,N/A,,N/A,,
2025-7-20,BOL.PA,N/A,,N/A,,
2025-7-20,BON.PA,N/A,,N/A,,
2025-7-20,MLBON.PA,N/A,,N/A,,
2025-7-20,ALBOO.PA,N/A,,N/A,,
2025-7-20,ALBOU.PA,N/A,,N/A,,
2025-7-20,BSD.PA,N/A,,N/A,,
2025-7-20,EN.PA,N/A,,N/A,,
2025-7-20,ALBPK.PA,N/A,,N/A,,
2025-7-20,BVI.PA,N/A,,N/A,,
2025-7-20,BUR.PA,N/A,,N/A,,
2025-7-20,CAT31.PA,N/A,,N/A,,
2025-7-20,ALCAB.PA,N/A,,N/A,,
2025-7-20,CAFO.PA,N/A,,N/A,,
2025-7-20,CBDG.PA,N/A,,N/A,,
2025-7-20,ALCAP.PA,N/A,,N/A,,
2025-7-20,CAP.PA,N/A,,N/A,,
2025-7-20,ALCRB.PA,N/A,,N/A,,
2025-7-20,ALCAR.PA,N/A,,N/A,,
2025-7-20,CARM.PA,N/A,,N/A,,
2025-7-20,CA.PA,N/A,,N/A,,
2025-7-20,CO.PA,N/A,,N/A,,
2025-7-20,ALCIS.PA,N/A,,N/A,,
2025-7-20,ALCBI.PA,N/A,,N/A,,
2025-7-20,CBOT.PA,N/A,,N/A,,
2025-7-20,CGM.PA,N/A,,N/A,,
2025-7-20,ALCLS.PA,N/A,,N/A,,
2025-7-20,ALPCV.PA,N/A,,N/A,,
2025-7-20,CFI.PA,N/A,,N/A,,
2025-7-20,MLCFM.PA,N/A,,N/A,,
2025-7-20,MLCFD.PA,N/A,,N/A,,
2025-7-20,CRI.PA,N/A,,N/A,,
2025-7-20,ALCWE.PA,N/A,,N/A,,
2025-7-20,CHSR.PA,N/A,,N/A,,
2025-7-20,MLCHE.PA,N/A,,N/A,,
2025-7-20,CDI.PA,N/A,,N/A,,
2025-7-20,ALCBX.PA,N/A,,N/A,,
2025-7-20,MLCMB.PA,N/A,,N/A,,
2025-7-20,CLA.PA,N/A,,N/A,,
2025-7-20,CLARI.PA,N/A,,N/A,,
2025-7-20,MLCMG.PA,N/A,,N/A,,
2025-7-20,COFA.PA,N/A,,N/A,,
2025-7-20,ALCOF.PA,N/A,,N/A,,
2025-7-20,ALLEC.PA,N/A,,N/A,,
2025-7-20,ALCOG.PA,N/A,,N/A,,
2025-7-20,COH.PA,N/A,,N/A,,
2025-7-20,ALCOI.PA,N/A,,N/A,,
2025-7-20,MLCLP.PA,N/A,,N/A,,
2025-7-20,ODET.PA,N/A,,N/A,,
2025-7-20,MLLCB.PA,N/A,,N/A,,
2025-7-20,MLCOE.PA,N/A,,N/A,,
2025-7-20,MLCOT.PA,N/A,,N/A,,
2025-7-20,COTY.PA,N/A,,N/A,,
2025-7-20,MLCOU.PA,N/A,,N/A,,
2025-7-20,COUR.PA,N/A,,N/A,,
2025-7-20,COV.PA,N/A,,N/A,,
2025-7-20,COVH.PA,N/A,,N/A,,
2025-7-20,CRAP.PA,N/A,,N/A,,
2025-7-20,CRAV.PA,N/A,,N/A,,
2025-7-20,CRBP2.PA,N/A,,N/A,,
2025-7-20,CIV.PA,N/A,,N/A,,
2025-7-20,CRLA.PA,N/A,,N/A,,
2025-7-20,CRLO.PA,N/A,,N/A,,
2025-7-20,CMO.PA,N/A,,N/A,,
2025-7-20,CNDF.PA,N/A,,N/A,,
2025-7-20,CCN.PA,N/A,,N/A,,
2025-7-20,CAF.PA,N/A,,N/A,,
2025-7-20,CRSU.PA,N/A,,N/A,,
2025-7-20,CRTO.PA,N/A,,N/A,,
2025-7-20,ACA.PA,N/A,,N/A,,
2025-7-20,ALCJ.PA,N/A,,N/A,,
2025-7-20,CROS.PA,N/A,,N/A,,
2025-7-20,ALCYB.PA,N/A,,N/A,,
2025-7-20,ALDLS.PA,N/A,,N/A,,
2025-7-20,MLDAM.PA,N/A,,N/A,,
2025-7-20,ALDAR.PA,N/A,,N/A,,
2025-7-20,BN.PA,N/A,,N/A,,
2025-7-20,AM.PA,N/A,,N/A,,
2025-7-20,DSY.PA,N/A,,N/A,,
2025-7-20,ALDBT.PA,N/A,,N/A,,
2025-7-20,DBV.PA,N/A,,N/A,,
2025-7-20,DEEZR.PA,N/A,,N/A,,
2025-7-20,DKUPL.PA,N/A,,N/A,,
2025-7-20,ALDEL.PA,N/A,,N/A,,
2025-7-20,ALDLT.PA,N/A,,N/A,,
2025-7-20,DBG.PA,N/A,,N/A,,
2025-7-20,ALDEV.PA,N/A,,N/A,,
2025-7-20,ALDMS.PA,N/A,,N/A,,
2025-7-20,ALDNX.PA,N/A,,N/A,,
2025-7-20,DPAM.PA,N/A,,N/A,,
2025-7-20,ALDOL.PA,N/A,,N/A,,
2025-7-20,ALDNE.PA,N/A,,N/A,,
2025-7-20,ALDRV.PA,N/A,,N/A,,
2025-7-20,MLDYN.PA,N/A,,N/A,,
2025-7-20,MLDYX.PA,N/A,,N/A,,
2025-7-20,ALAGO.PA,N/A,,N/A,,
2025-7-20,MLEDR.PA,N/A,,N/A,,
2025-7-20,ALECO.PA,N/A,,N/A,,
2025-7-20,ALESA.PA,N/A,,N/A,,
2025-7-20,EDEN.PA,N/A,,N/A,,
2025-7-20,ALEAC.PA,N/A,,N/A,,
2025-7-20,MLEDS.PA,N/A,,N/A,,
2025-7-20,MLEFA.PA,N/A,,N/A,,
2025-7-20,MLEDU.PA,N/A,,N/A,,
2025-7-20,ALGID.PA,N/A,,N/A,,
2025-7-20,FGR.PA,N/A,,N/A,,
2025-7-20,EKI.PA,N/A,,N/A,,
2025-7-20,ELEC.PA,N/A,,N/A,,
2025-7-20,EEM.PA,N/A,,N/A,,
2025-7-20,ELIOR.PA,N/A,,N/A,,
2025-7-20,ELIS.PA,N/A,,N/A,,
2025-7-20,MLERH.PA,N/A,,N/A,,
2025-7-20,MLUAV.PA,N/A,,N/A,,
2025-7-20,ALEMV.PA,N/A,,N/A,,
2025-7-20,ALDUB.PA,N/A,,N/A,,
2025-7-20,ALNN6.PA,N/A,,N/A,,
2025-7-20,ALNRG.PA,N/A,,N/A,,
2025-7-20,ENGI.PA,N/A,,N/A,,
2025-7-20,ALENO.PA,N/A,,N/A,,
2025-7-20,ALESE.PA,N/A,,N/A,,
2025-7-20,ALENT.PA,N/A,,N/A,,
2025-7-20,ALENR.PA,N/A,,N/A,,
2025-7-20,ALEO2.PA,N/A,,N/A,,
2025-7-20,EQS.PA,N/A,,N/A,,
2025-7-20,ERA.PA,N/A,,N/A,,
2025-7-20,EL.PA,N/A,,N/A,,
2025-7-20,ES.PA,N/A,,N/A,,
2025-7-20,EFI.PA,N/A,,N/A,,
2025-7-20,ALEUA.PA,N/A,,N/A,,
2025-7-20,RF.PA,N/A,,N/A,,
2025-7-20,EAPI.PA,N/A,,N/A,,
2025-7-20,ALERS.PA,N/A,,N/A,,
2025-7-20,ALECR.PA,N/A,,N/A,,
2025-7-20,ERF.PA,N/A,,N/A,,
2025-7-20,MLERO.PA,N/A,,N/A,,
2025-7-20,MLCAN.PA,N/A,,N/A,,
2025-7-20,ALEMG.PA,N/A,,N/A,,
2025-7-20,ENX.PA,N/A,,N/A,,
2025-7-20,ALECP.PA,N/A,,N/A,,
2025-7-20,ALEUP.PA,N/A,,N/A,,
2025-7-20,ETL.PA,N/A,,N/A,,
2025-7-20,EGR.PA,N/A,,N/A,,
2025-7-20,ALEXA.PA,N/A,,N/A,,
2025-7-20,EXA.PA,N/A,,N/A,,
2025-7-20,EXE.PA,N/A,,N/A,,
2025-7-20,EXPL.PA,N/A,,N/A,,
2025-7-20,ALPHI.PA,N/A,,N/A,,
2025-7-20,MLECE.PA,N/A,,N/A,,
2025-7-20,ALFBA.PA,N/A,,N/A,,
2025-7-20,FAYE.PA,N/A,,N/A,,
2025-7-20,MLFDV.PA,N/A,,N/A,,
2025-7-20,FDJU.PA,N/A,,N/A,,
2025-7-20,FCMC.PA,N/A,,N/A,,
2025-7-20,SACI.PA,N/A,,N/A,,
2025-7-20,ORIA.PA,N/A,,N/A,,
2025-7-20,FGA.PA,N/A,,N/A,,
2025-7-20,ALFUM.PA,N/A,,N/A,,
2025-7-20,FOAF.PA,N/A,,N/A,,
2025-7-20,FINM.PA,N/A,,N/A,,
2025-7-20,MLFXO.PA,N/A,,N/A,,
2025-7-20,FIPP.PA,N/A,,N/A,,
2025-7-20,MLFIR.PA,N/A,,N/A,,
2025-7-20,ALFLE.PA,N/A,,N/A,,
2025-7-20,ALFLO.PA,N/A,,N/A,,
2025-7-20,FNAC.PA,N/A,,N/A,,
2025-7-20,MLFNP.PA,N/A,,N/A,,
2025-7-20,LEBL.PA,N/A,,N/A,,
2025-7-20,INEA.PA,N/A,,N/A,,
2025-7-20,FLY.PA,N/A,,N/A,,
2025-7-20,MLVIN.PA,N/A,,N/A,,
2025-7-20,SPEL.PA,N/A,,N/A,,
2025-7-20,FORE.PA,N/A,,N/A,,
